City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Severnyy,RU,50.677,36.5532,32.04,86,0,6.71,clear sky
466,Kenai,US,60.5544,-151.2583,34.03,86,40,6.91,scattered clouds
467,Bilibino,RU,68.0546,166.4372,-20.27,97,38,1.16,scattered clouds
468,Haverfordwest,GB,51.8017,-4.9691,42.55,75,53,36.04,broken clouds
469,Tuyen Quang,VN,21.8233,105.2181,48.92,83,100,1.74,overcast clouds
470,Saint Albans,GB,51.75,-0.3333,41.43,76,75,25.32,broken clouds
471,Puqi,CN,29.7167,113.8833,38.68,69,100,1.81,overcast clouds
472,Sobolevo,RU,54.4299,31.8996,30.65,94,100,10.07,light snow
473,Asau,RO,46.4333,26.4,33.28,90,22,6.76,few clouds
474,Puksoozero,RU,62.5903,40.6066,16.48,95,100,7.85,overcast clouds
475,Tomatlan,MX,19.9333,-105.25,69.73,84,0,1.61,clear sky
476,Ust-Kuyga,RU,70.0167,135.6,-30.66,99,99,8.3,overcast clouds
477,Kikwit,CD,-5.041,18.8162,68.25,98,95,1.74,overcast clouds
478,Merauke,ID,-8.4667,140.3333,84.11,73,100,4.36,overcast clouds
479,Shimoda,JP,34.6667,138.95,48.31,44,0,26.87,clear sky
480,Correntina,BR,-13.3433,-44.6367,67.96,96,99,1.59,overcast clouds
481,Koslan,RU,63.4564,48.8989,27.09,98,100,3.29,light snow
482,Umm Kaddadah,SD,13.6017,26.6876,58.95,22,99,16.42,overcast clouds
483,Tateyama,JP,34.9833,139.8667,46.67,45,75,3.53,broken clouds
484,Smithers,CA,54.7804,-127.1743,19.72,86,100,20.71,light snow
485,Magnor,SE,59.9511,12.1996,30.0,95,100,10.58,light snow
486,Monterey,US,36.2505,-121.2516,52.09,1,100,7.81,overcast clouds
487,Sapele,NG,5.8941,5.6767,77.81,85,49,0.78,scattered clouds
488,Yokadouma,CM,3.5167,15.05,71.56,77,92,1.39,overcast clouds
489,Safaga,EG,26.7292,33.9365,55.35,53,8,10.4,clear sky
490,Mackay,AU,-21.15,149.2,86.68,74,75,18.41,light rain
491,Urumqi,CN,43.801,87.6005,0.55,85,40,4.47,mist
492,Gombe,NG,10.2897,11.1673,66.42,23,27,8.1,scattered clouds
493,Inirida,CO,3.8653,-67.9239,76.77,72,24,2.17,few clouds
494,Cururupu,BR,-1.8283,-44.8683,74.73,93,95,2.84,overcast clouds
495,Norrtalje,SE,59.758,18.705,35.24,83,100,13.47,overcast clouds
496,Nago,JP,26.5881,127.9761,59.43,61,100,13.96,overcast clouds
497,Port Lincoln,AU,-34.7333,135.8667,62.17,58,95,12.88,overcast clouds
498,Rio Cuarto,AR,-33.1307,-64.3499,65.68,52,11,8.61,few clouds
499,Batticaloa,LK,7.7102,81.6924,77.5,84,59,2.98,broken clouds
500,Te Anau,NZ,-45.4167,167.7167,72.43,32,64,7.63,broken clouds
501,Paamiut,GL,61.994,-49.6678,-5.93,83,39,8.72,scattered clouds
502,Itupiranga,BR,-5.1347,-49.3267,72.88,95,76,1.9,broken clouds
503,Rapid Valley,US,44.0625,-103.1463,43.03,71,0,10.36,clear sky
504,Uglovka,RU,58.2392,33.5108,29.25,95,99,7.81,light snow
505,Puerto El Triunfo,SV,13.2833,-88.55,83.32,58,96,2.21,overcast clouds
506,Manokwari,ID,-0.8667,134.0833,79.25,84,100,3.29,overcast clouds
507,Denizli,TR,37.8402,29.0698,43.65,55,100,2.46,overcast clouds
508,Gravdal,NO,68.1214,13.5031,22.91,69,18,11.81,few clouds
509,Cayenne,GF,4.9333,-52.3333,76.08,93,75,2.3,heavy intensity rain
510,Aksarka,RU,66.5606,67.7975,19.78,95,100,12.55,overcast clouds
511,Graaff-Reinet,ZA,-32.2522,24.5308,62.4,79,24,1.61,few clouds
512,Sorong,ID,-0.8833,131.25,77.05,91,100,11.16,moderate rain
513,Norman Wells,CA,65.282,-126.8329,-20.16,69,20,8.05,few clouds
514,Jertih,MY,5.7336,102.4897,82.27,81,50,1.86,scattered clouds
515,Wanning,CN,18.8003,110.3967,58.89,88,100,17.6,overcast clouds
516,Ankang,CN,32.68,109.0172,46.92,39,100,2.28,overcast clouds
517,Georgiyevka,KZ,43.0369,74.7114,33.84,64,0,6.71,clear sky
518,Bom Jesus,BR,-9.0744,-44.3586,71.98,96,100,2.08,overcast clouds
519,Praya,CV,14.9215,-23.5087,70.34,78,75,20.71,broken clouds
520,Skibotn,NO,69.3913,20.2679,12.29,90,57,12.3,broken clouds
521,Robertsport,LR,6.7533,-11.3686,79.7,86,55,7.31,light rain
522,Ures,MX,29.4333,-110.4,68.07,20,48,8.41,scattered clouds
523,Tuapse,RU,44.1125,39.0742,45.03,85,100,9.71,overcast clouds
524,Muros,ES,42.7762,-9.0603,53.98,95,69,3.91,broken clouds
525,Tevaitoa,PF,-16.7833,-151.5,81.23,76,100,17.78,light rain
526,Ivnya,RU,51.0629,36.1343,31.91,92,15,7.05,few clouds
527,Laela,TZ,-8.5667,32.05,59.88,96,100,2.68,overcast clouds
528,Middelburg,ZA,-25.7751,29.4648,62.67,75,6,6.6,clear sky
529,Kapuskasing,CA,49.4169,-82.4331,1.4,71,40,14.97,scattered clouds
530,Tamandare,BR,-8.7597,-35.1047,79.5,76,3,6.89,clear sky
531,Rozkishne,UA,48.5074,39.3004,37.26,76,63,6.42,broken clouds
532,Sterling,US,39.0062,-77.4286,39.34,45,0,8.05,clear sky
533,Acucena,BR,-19.0731,-42.5464,70.32,96,92,1.74,overcast clouds
534,Porto Novo,BJ,6.4965,2.6036,78.15,87,61,4.36,broken clouds
535,Sung Noen,TH,14.8992,101.8207,60.94,71,98,10.74,overcast clouds
536,Ternate,ID,0.8,127.4,79.52,78,100,11.5,overcast clouds
537,Yulara,AU,-25.2406,130.9889,85.84,19,9,11.5,clear sky
538,Puerto Escondido,MX,15.85,-97.0667,83.23,69,0,0.0,clear sky
539,Abnub,EG,27.2696,31.1511,48.42,53,99,3.71,overcast clouds
540,Port-Cartier,CA,50.0334,-66.8654,6.91,97,100,3.42,light snow
541,Fountain,US,38.6822,-104.7008,54.68,25,75,10.36,broken clouds
542,Kashi,CN,39.4547,75.9797,30.25,63,0,6.71,dust
543,Grindavik,IS,63.8424,-22.4338,32.47,59,0,5.75,clear sky
544,Dzaoudzi,YT,-12.7887,45.2699,82.29,83,0,4.61,clear sky
545,Payson,US,40.0444,-111.7321,52.38,32,75,9.22,broken clouds
546,Devils Lake,US,48.1128,-98.8651,-7.06,73,100,14.97,overcast clouds
547,Ushtobe,KZ,45.2514,77.9838,15.13,75,0,4.47,clear sky
548,Lata,PT,40.1629,-8.3327,54.81,94,100,2.53,overcast clouds
549,Nalobikha,RU,53.2006,84.6039,0.37,100,98,5.08,overcast clouds
550,Turgoyak,RU,55.15,60.1183,16.29,96,69,5.12,broken clouds
551,Faya,SA,18.3851,42.4509,50.11,64,5,5.73,clear sky
552,Barranquilla,CO,10.9639,-74.7964,83.98,73,0,19.57,clear sky
553,Warri,NG,5.5167,5.75,77.52,87,90,0.6,overcast clouds
554,Saint George,US,37.1041,-113.5841,61.95,18,0,3.44,clear sky
555,Nenjiang,CN,49.1833,125.2167,0.86,89,92,7.09,overcast clouds
556,Aljezur,PT,37.3191,-8.8033,51.24,46,84,9.44,broken clouds
557,Port Augusta,AU,-32.5,137.7667,74.71,46,66,15.7,broken clouds
558,Broken Hill,AU,-31.95,141.4333,73.11,43,19,18.41,few clouds
559,Greeneville,US,36.1632,-82.831,41.76,67,89,5.14,overcast clouds
560,Orlik,RU,52.5178,99.825,-7.92,95,96,2.8,overcast clouds
561,Traverse City,US,44.7631,-85.6206,38.14,72,0,9.22,clear sky
562,Moscow,RU,55.7522,37.6156,32.63,94,100,8.75,overcast clouds
563,Cordele,US,31.9635,-83.7824,57.31,71,0,0.0,clear sky
564,Fare,PF,-16.7,-151.0167,81.3,76,99,18.61,overcast clouds
565,Valdosta,US,30.8327,-83.2785,60.71,70,0,8.05,clear sky
566,Maamba,ZM,-17.3667,27.15,68.94,79,10,1.92,clear sky
567,Talas,TR,38.6908,35.5538,30.87,86,75,0.0,broken clouds
568,Sebina,BW,-20.8667,27.25,70.3,50,8,3.36,clear sky
569,Totness,SR,5.8833,-56.3167,75.54,91,52,7.05,broken clouds
570,Khani,GE,41.9563,42.9566,31.57,80,100,6.44,overcast clouds
571,Mao,ES,39.8885,4.2658,45.16,93,0,5.75,clear sky
572,Pierre,US,44.3683,-100.351,16.72,62,75,24.16,broken clouds
573,Boundiali,CI,9.5217,-6.4869,80.22,46,56,2.82,broken clouds
574,Vanavara,RU,60.34,102.2797,11.53,95,88,6.11,overcast clouds
575,Hervey Bay,AU,-25.2986,152.8535,87.04,66,4,4.74,clear sky
576,Ylojarvi,FI,61.5563,23.5961,24.71,93,100,9.22,overcast clouds
577,Tabou,CI,4.423,-7.3528,77.56,89,100,5.88,overcast clouds
578,Zakamensk,RU,50.3741,103.2863,4.78,80,27,3.04,scattered clouds
579,Mindelo,CV,16.8901,-24.9804,69.35,68,100,23.02,overcast clouds
580,Teguldet,RU,57.3064,88.1667,-1.77,99,32,3.31,scattered clouds
581,Wajir,KE,1.7471,40.0573,76.86,74,96,13.6,overcast clouds
582,Kushima,JP,31.4583,131.2333,42.84,40,100,8.43,overcast clouds
583,Cidreira,BR,-30.1811,-50.2056,74.7,85,87,8.14,overcast clouds
584,Mirabad,AF,30.4362,61.8383,62.31,25,67,7.67,broken clouds
585,Pelym,RU,61.0108,61.9978,25.83,96,100,6.91,overcast clouds
586,Truth Or Consequences,US,33.1284,-107.2528,62.15,10,0,6.91,clear sky
587,Podporozhye,RU,60.9112,34.1706,15.84,99,100,1.19,overcast clouds
588,Vardo,NO,70.3705,31.1107,27.3,59,100,12.82,light snow
589,Skjervoy,NO,70.0311,20.9714,24.13,70,97,19.51,overcast clouds
590,Madison,US,34.7334,-86.5667,54.28,49,75,4.61,broken clouds
591,La Rioja,ES,42.25,-2.5,38.05,85,53,5.26,broken clouds
592,Englewood,US,39.6478,-104.9878,52.41,36,40,5.75,scattered clouds
593,Seymchan,RU,62.8833,152.4333,-31.41,94,95,1.77,overcast clouds
594,Meadow Lake,US,34.8014,-106.5436,55.17,22,46,4.52,scattered clouds
595,Hofn,IS,64.2539,-15.2082,32.23,69,60,17.11,broken clouds
596,Izazi,TZ,-7.2,35.7333,66.38,93,100,1.88,overcast clouds
597,Barquisimeto,VE,10.0739,-69.3228,66.69,82,2,5.1,clear sky
598,Surazh,RU,53.0175,32.3918,30.79,93,87,9.31,overcast clouds
599,Bastrop,US,32.7562,-91.8724,60.48,63,100,1.99,overcast clouds
600,Simao,CN,22.7886,100.9748,50.54,85,100,3.13,overcast clouds
601,Hobyo,SO,5.3505,48.5268,75.74,76,59,11.68,broken clouds
602,Gamba,GA,-2.65,10.0,78.21,84,100,5.06,light rain
603,Lundamo,NO,63.1333,10.3,30.87,89,90,6.26,overcast clouds
604,Holguin,CU,20.8872,-76.2631,72.9,78,20,10.36,few clouds
605,Aksu,CN,41.1231,80.2644,28.47,54,0,2.91,clear sky
606,Okhotsk,RU,59.3833,143.3,-0.94,72,76,11.34,broken clouds
607,Piet Retief,ZA,-27.0071,30.8132,61.63,97,64,1.72,broken clouds
608,Katangli,RU,51.7102,143.2326,13.86,92,100,28.57,light snow
609,Mount Vernon,US,40.9126,-73.8371,35.01,52,0,17.27,clear sky
610,Dhidhdhoo,MV,6.8833,73.1,81.75,75,61,4.65,broken clouds
611,Pindiga,NG,9.9833,10.9333,66.24,24,42,8.66,scattered clouds
612,Andenes,NO,69.3143,16.1194,22.98,63,75,10.36,broken clouds
613,Knysna,ZA,-34.0363,23.0471,64.78,82,17,3.94,few clouds
614,Portobelo,PA,9.55,-79.65,77.86,77,21,15.48,few clouds
615,Pareora,NZ,-44.4871,171.2132,69.19,77,18,17.69,few clouds
616,Basirpur,PK,30.5832,73.829,50.63,29,0,4.21,clear sky
617,Kungurtug,RU,50.5994,97.5228,-1.59,95,87,1.5,overcast clouds
618,Maykor,RU,59.0059,55.88,30.56,93,100,9.66,overcast clouds
619,Port Macquarie,AU,-31.4333,152.9167,85.96,56,43,12.3,scattered clouds
620,Svetlogorsk,BY,52.6333,29.7333,34.0,93,100,9.28,overcast clouds
621,Svetlyy,RU,54.675,20.1347,42.85,94,100,21.39,light rain
622,Sioux Lookout,CA,50.1001,-91.917,-5.42,71,40,6.91,scattered clouds
623,Khandyga,RU,62.6667,135.6,-25.87,95,90,1.68,overcast clouds
624,Soe,ID,-9.8607,124.284,77.77,65,90,3.47,overcast clouds
625,Utinga,BR,-5.8172,-35.3954,81.0,83,40,8.05,light rain
626,Cradock,ZA,-32.1642,25.6192,59.31,85,2,2.77,clear sky
627,Dong Hoi,VN,17.4833,106.6,54.19,95,100,13.35,moderate rain
628,Goure,NE,13.9835,10.2704,59.77,15,0,10.02,clear sky
629,Zastron,ZA,-30.3023,27.084,58.35,44,0,5.19,clear sky
630,Shache,CN,38.4167,77.2406,28.71,47,0,4.74,clear sky
631,Cockburn Town,TC,21.4612,-71.1419,76.96,74,0,18.66,clear sky
632,Olga,RU,43.7444,135.2892,16.61,52,7,21.3,clear sky
633,Puerto Leguizamo,CO,-0.1934,-74.7819,78.66,64,98,1.39,overcast clouds
634,Malakal,SS,9.5334,31.6605,74.91,13,83,9.48,broken clouds
635,Coihaique,CL,-45.5752,-72.0662,53.55,71,0,3.44,clear sky
636,Baghdad,IQ,33.3406,44.4009,51.71,87,0,11.5,clear sky
637,Trail,CA,49.0998,-117.7022,35.38,94,80,1.97,broken clouds
638,Jaruco,CU,23.0431,-82.0108,72.73,82,0,13.96,clear sky
639,Pemangkat,ID,1.1667,108.9667,79.5,80,100,4.83,overcast clouds
640,Pandamatenga,BW,-18.5278,25.627,65.75,72,3,3.09,clear sky
641,Buala,SB,-8.145,159.5921,84.45,76,78,2.08,moderate rain
642,Samarai,PG,-10.6167,150.6667,86.54,67,90,4.97,overcast clouds
643,Grand Forks,US,47.9417,-97.4337,-4.07,76,100,24.16,overcast clouds
644,Ituporanga,BR,-27.4144,-49.6025,73.53,92,86,2.39,overcast clouds
645,Jacareacanga,BR,-6.2222,-57.7528,72.39,94,70,2.28,light rain
646,Komsomolskiy,UZ,40.4272,71.7189,36.82,64,75,9.22,broken clouds
647,Rio Gallegos,AR,-51.6226,-69.2181,50.05,62,0,23.02,clear sky
648,Emporia,US,38.4039,-96.1817,46.6,61,0,8.05,clear sky
649,Pacora,PA,9.0833,-79.2833,79.21,70,20,2.3,few clouds
650,Uchiza,PE,-8.4592,-76.4633,71.31,98,100,2.17,heavy intensity rain
651,Sanlucar De Barrameda,ES,36.7781,-6.3515,52.36,82,0,5.75,clear sky
652,Sabha,LY,27.0377,14.4283,58.1,23,91,10.31,overcast clouds
653,Wladyslawowo,PL,54.7909,18.4009,45.95,88,100,21.94,light rain
654,Naze,JP,28.3667,129.4833,50.92,58,100,16.78,overcast clouds
655,Pangkalanbuun,ID,-2.6833,111.6167,82.24,70,100,4.41,overcast clouds
656,Tucurui,BR,-3.7661,-49.6725,74.32,92,100,2.26,light rain
657,Gabu,GW,12.2833,-14.2167,71.78,70,8,6.04,clear sky
658,Nizwa,OM,22.9333,57.5333,64.78,40,3,2.91,clear sky
659,Hoquiam,US,46.9809,-123.8893,45.0,80,75,13.8,broken clouds
660,Bilma,NE,18.6853,12.9164,61.65,18,2,5.06,clear sky
661,Micheweni,TZ,-4.9667,39.8333,79.52,82,100,7.49,overcast clouds
662,Gizo,SB,-8.103,156.8419,85.95,70,92,4.47,overcast clouds
663,Abu Samrah,SY,35.3029,37.1841,49.64,83,59,15.28,broken clouds
664,Yashkul,RU,46.1711,45.3435,43.9,77,100,12.1,overcast clouds
665,The Pas,CA,53.8251,-101.2541,-20.18,69,0,6.91,clear sky
666,Scarborough,GB,54.2797,-0.4044,41.52,80,24,15.01,few clouds
667,Muli,MV,2.9167,73.5667,81.25,67,66,2.1,broken clouds
668,Camocim,BR,-2.9022,-40.8411,77.31,87,60,10.38,broken clouds
669,Pyinmana,MM,19.7333,96.2167,71.58,28,96,3.53,overcast clouds
670,Barillas,GT,15.8036,-91.3158,66.54,89,11,2.57,few clouds
671,Porbandar,IN,21.6422,69.6093,69.96,71,6,6.15,clear sky
672,Lucea,JM,18.451,-78.1736,78.66,77,7,12.46,clear sky
673,Mikuni,JP,36.2171,136.1519,33.71,71,100,16.49,light snow
674,North Reading,US,42.5751,-71.0787,31.01,58,0,20.71,clear sky
675,Ilinskiy,RU,55.619,38.1182,32.77,80,0,4.47,clear sky
676,Norcasia,CO,5.5778,-74.8852,69.8,94,76,3.51,broken clouds
677,Ler,SS,8.3018,30.1418,77.09,13,98,8.37,overcast clouds
678,Masallatah,LY,32.6167,14.0,54.19,87,75,12.73,broken clouds
679,Chipinge,ZW,-20.1883,32.6236,64.36,79,18,2.48,few clouds
680,Saldanha,ZA,-33.0117,17.9442,66.25,96,14,5.19,few clouds
681,Brae,GB,60.3964,-1.353,40.91,73,24,13.42,few clouds
682,Bogovina,RS,43.895,21.9403,33.04,92,8,2.82,clear sky
683,Watsa,CD,3.0372,29.5355,60.85,97,92,3.04,overcast clouds
684,Kizukuri,JP,40.8061,140.3861,26.11,64,100,31.12,light snow
685,Tymovskoye,RU,50.8456,142.655,13.3,92,100,14.41,light snow
686,Half Moon Bay,US,37.4636,-122.4286,55.9,79,100,26.46,mist
687,Bontang,ID,0.1333,117.5,76.48,86,100,2.89,light rain
688,Zaranj,AF,30.9667,61.8833,53.56,25,91,5.53,overcast clouds
689,Ketchikan,US,55.3422,-131.6461,40.98,75,40,9.22,scattered clouds
690,Valmiera,LV,57.5411,25.4275,31.41,92,100,7.45,overcast clouds
691,Taozhuang,CN,34.85,117.3333,38.84,42,100,7.0,overcast clouds
692,Maceio,BR,-9.6658,-35.7353,76.44,88,40,4.61,scattered clouds
693,Den Helder,NL,52.9599,4.7593,43.02,74,75,37.0,broken clouds
694,Wenling,CN,28.3669,121.36,42.91,68,99,11.9,overcast clouds
695,Alausi,EC,-2.2,-78.8333,49.8,95,100,1.32,overcast clouds
696,Mahajanga,MG,-15.7167,46.3167,78.82,94,20,3.44,few clouds
697,Mingguang,CN,32.7802,117.9638,41.83,33,71,6.4,broken clouds
698,Dzhebariki-Khaya,RU,62.2167,135.8,-23.96,96,97,2.39,overcast clouds
